;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées
7872;603 572 044 003;75015;Pan coupé 44 AVENUE FELIX FAURE / 109 RUE DE LA CONVENTION;A;CONTRE TERRASSE;1.2;4.5;SARL LA PETITE ROTONDE  (RESTAURANT);48.838889, 2.282526
7874;603 572 119 004;75015;Pan coupé 119 AVENUE FELIX FAURE / 1 RUE VASCO DE GAMA;A;TERRASSE OUVERTE;0.6;0.85;SAS LE BURON LE BURON (RESTAURANT);
7877;603 572 136 002;75015;136 AVENUE FELIX FAURE;A;TERRASSE OUVERTE;1.3;6.4;SARL SARL FELIX FAURE  (RESTAURANT);48.837685, 2.27992
7878;603 572 147 003;75015;147 AVENUE FELIX FAURE;A;TERRASSE OUVERTE;1.2;4.04;SARL SARL FAST BALARD FAST BALARD (RESTAURATION RAPIDE - SNACK);48.837037, 2.279196
7879;603 574 001 003;75015;85 AVENUE FELIX FAURE;B;TERRASSE OUVERTE;1.3;1.4;M SIMAO  (BAR RESTAURANT);48.83961, 2.284314
7880;604 816 014 002;75015;14 RUE JEAN MARIDOR;A;TERRASSE OUVERTE;0.6;1.9;SARL LE VIN SANS L 'O  (RESTAURANT);48.839227, 2.285752
7881;604 816 014 002;75015;2 RUE FREDERIC MISTRAL;B;TERRASSE OUVERTE;0.6;5.5;SARL LE VIN SANS L 'O  (RESTAURANT);48.839134, 2.285678
7882;605 355 083 003;75015;83 RUE LEBLANC;A;TERRASSE OUVERTE;0.6;2.16;SARL DIDI CHEZ BLANCHETTE  (RESTAURANT);48.837068, 2.27791
7887;607 684 001 004;75015;10 BOULEVARD VICTOR;B;TERRASSE FERMEE;2.1;12.75;SARL COQ NOIR  (RESTAURANT);48.835843, 2.278501
7889;608 794 089 002;75015;89 RUE SAINT CHARLES;A;COMMERCE ACCESSOIRE;1.4;0.74;SARL LE LINOIS LE LINOID LE LINOIS (BAR RESTAURANT);48.846379, 2.285427
7892;608 794 155 004;75015;155 RUE SAINT CHARLES;A;TERRASSE FERMEE;1.0;8.65;SARL TIPAZA NC  (RESTAURANT);48.842461, 2.282067
7895;609 659 039 002;75015;39 RUE VASCO DE GAMA;A;TERRASSE OUVERTE;0.7;4.0;SU SAINT MICKAEL CASA ROMA (RESTAURANT);48.837025, 2.283585
7896;609 750 003 003;75015;3 BOULEVARD VICTOR;A;TERRASSE FERMEE;2.9;8.0;SARL MEYLIWA  (RESTAURANT);48.835882, 2.279976
7897;610 567 040 002;75016;40 RUE D'AUTEUIL;A;TERRASSE OUVERTE;0.8;3.2;SARL LE MOUTON BLANC  (RESTAURANT);48.847762, 2.265839
7898;610 567 048 002;75016;Pan coupé 48 RUE D'AUTEUIL / 2 RUE GIRODET;A;TERRASSE FERMEE;1.4;4.3;SAS LE VILLAGE D AUTEUIL  (RESTAURANT);48.847635, 2.268933
7899;610 567 048 002;75016;Pan coupé 48 RUE D'AUTEUIL / 2 RUE GIRODET;A;TERRASSE OUVERTE;0.9;4.3;SAS LE VILLAGE D AUTEUIL  (RESTAURANT);48.847635, 2.268933
7904;218 845 116 005;75006;Pan coupé 116 BOULEVARD SAINT GERMAIN / 11 RUE DANTON;A;TERRASSE OUVERTE;1.5;5.15;SNC BOUL MICH BAR  (BAR RESTAURANT);48.852081, 2.340976
7906;218 845 142 005;75006;142 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;2.4;7.2;SAS RESTAURANT VAGENENDE  (RESTAURANT);48.85293, 2.337475
7912;218 932 002 003;75006;2 PLACE SAINT MICHEL;A;TERRASSE OUVERTE;2.6;8.0;SARL MOUNTAIN PIZZA COMPANY  (RESTAURANT);48.85378, 2.343707
7914;221 480 007 003;75006;7 RUE DES CANETTES;A;PLANCHER MOBILE;2.0;6.9;MME CARRON  (RESTAURANT);48.852396, 2.33379
7915;221 480 007 003;75006;7 RUE DES CANETTES;A;TERRASSE OUVERTE;2.0;6.9;MME CARRON  (RESTAURANT);48.852396, 2.33379
7916;222 266 008 002;75006;8 RUE DE CONDE;A;TERRASSE OUVERTE;3.5;1.9;SARL CONDE RESTAURATION  (BAR RESTAURANT);48.851352, 2.33814
7917;222 266 008 002;75006;8 RUE DE CONDE;A;TERRASSE OUVERTE;2.7;1.7;SARL CONDE RESTAURATION  (BAR RESTAURANT);48.851352, 2.33814
7920;223 685 005 003;75006;5 RUE DE FLEURUS;A;TERRASSE FERMEE;0.76;4.02;MME RESZETKO  (RESTAURANT);48.846978, 2.331831
7921;224 268 036 002;75006;36 RUE GREGOIRE DE TOURS;A;ETALAGE;0.3;0.3;SARL CASA BINI  (RESTAURANT);48.852254, 2.337488
7929;226 814 002 002;75006;2 PLACE DE L ODEON;A;TERRASSE FERMEE;2.0;14.6;SARL BIRD  (RESTAURANT);48.850014, 2.338541
7930;228 010 017 003;75006;39 RUE MONSIEUR LE PRINCE;B;TERRASSE OUVERTE;1.4;6.5;SARL MAILLON  (RESTAURANT);48.849882, 2.340082
7937;229 378 018 002;75006;18 RUE DE TOURNON;A;TERRASSE OUVERTE;0.6;6.6;SARL CAFE TOURNON  (RESTAURANT);48.849526, 2.337119
7940;230 466 042 004;75006;42 RUE D ASSAS;A;TERRASSE OUVERTE;0.6;4.0;SARL MAZAR  (RESTAURANT);48.847306, 2.329914
7941;230 466 042 004;75006;42 RUE D ASSAS;A;TERRASSE OUVERTE;0.6;2.2;SARL MAZAR  (RESTAURANT);48.847306, 2.329914
7946;231 972 020 004;75006;20 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.8;5.0;SARL C&M  (RESTAURANT);48.850729, 2.328113
7954;231 972 066 003;75006;66 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.8;5.2;SARL MAMIE GATEAUX  (RESTAURANT);48.84854, 2.32445
7958;231 972 105 002;75006;105 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.9;5.0;SARL SACHA ET MICHA  (RESTAURATION RAPIDE - SNACK);48.846344, 2.320645
7959;231 972 117 002;75006;117 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;1.0;5.1;SARL CHEZ DUMONET  (RESTAURANT);48.845823, 2.31981
7963;235 656 016 003;75006;16 RUE LITTRE;A;TERRASSE OUVERTE;0.6;5.7;SAS MALKO LINGE LE PETIT LITTRE (RESTAURANT);48.845013, 2.32406
7965;235 656 019 004;75006;19 RUE DE LITTRE;A;TERRASSE OUVERTE;0.6;3.8;M HAMMANI  (RESTAURANT);48.844929, 2.324321
7970;236 455 019 002;75006;19 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;2.2;7.1;SARL MONTPARNASSE CHERCHE MIDI  (BAR RESTAURANT);48.84573, 2.319153
7971;236 455 049 003;75006;49 BOULEVARD DU MONTPARNASSE;A;ETALAGE;3.0;3.0;SARL TI CASE L A  (RESTAURATION RAPIDE - SNACK);48.844645, 2.322228
7972;236 455 051 002;75006;51 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;3.1;9.2;M DUONG  (RESTAURANT);48.844586, 2.322401
7973;236 455 055 002;75006;55 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.9;3.6;SARL LAURENCE  (RESTAURANT);48.844485, 2.322704
7975;236 455 059 004;75006;59 BOULEVARD DU MONTPARNASSE;A;PLANCHER MOBILE;3.6;7.6;SA LE BISTRO DE LA GARE  (RESTAURANT);48.844298, 2.323295
7976;236 455 059 004;75006;59 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;3.6;7.6;SA LE BISTRO DE LA GARE  (RESTAURANT);48.844298, 2.323295
7977;236 455 071 004;75006;7 PLACE DU DIX HUIT JUIN 1940;B;TERRASSE FERMEE;2.0;5.6;SARL CAFE DE PARIS  (RESTAURANT);48.843916, 2.324319
7981;236 455 079 004;75006;79 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;3.15;7.0;SARL ALBERTO  (RESTAURATION RAPIDE - SNACK);48.843607, 2.325367
7987;236 455 119 004;75006;119 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;3.9;12.45;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.841921, 2.330464
7988;236 455 127 003;75006;127 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;2.0;13.75;SARL BRASSERIE FERNAND  (RESTAURANT);48.84152, 2.331365
7990;236 455 159 002;75006;159 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.5;6.0;SARL LE RIALTO  (RESTAURANT);48.840487, 2.334798
7991;236 455 161 003;75006;;A;;3.35;4.0;SARL GANBEI  (RESTAURANT);
7995;236 805 020 002;75006;171 BOULEVARD DU MONTPARNASSE;B;TERRASSE OUVERTE;2.5;15.0;SARL LA CLOSERIE DES LILAS  (RESTAURANT);48.840103, 2.335957
8007;222 266 002 002;75006;2 RUE DE CONDE;A;TERRASSE OUVERTE;0.9;2.2;SARL IL SUPPLI  (RESTAURANT);48.851642, 2.338257
8008;222 266 002 002;75006;2 RUE DE CONDE;A;TERRASSE OUVERTE;0.9;2.0;SARL IL SUPPLI  (RESTAURANT);48.851642, 2.338257
8009;222 266 008 002;75006;8 RUE DE CONDE;A;TERRASSE OUVERTE;2.4;6.7;SARL CONDE RESTAURATION  (BAR RESTAURANT);48.851352, 2.33814
8010;225 663 009 002;75006;9 RUE LOBINEAU;A;TERRASSE OUVERTE;0.6;3.5;SNC POUIC POUIC  (RESTAURANT);48.851662, 2.336187
8012;225 801 016 003;75006;16 RUE MABILLON;A;TERRASSE OUVERTE;0.6;3.6;SARL CHEZ JULIEN ST GERMAIN  (RESTAURANT);48.851777, 2.335188
8016;226 421 006 002;75006;6 RUE DE MONTFAUCON;A;TERRASSE OUVERTE;1.4;6.9;SARL LE CAFE DES FOUS  (BAR RESTAURANT);48.852656, 2.335775
8017;226 421 008 002;75006;10 RUE CLEMENT;B;TERRASSE OUVERTE;0.6;3.0;SARL FOPA  (RESTAURANT);48.85252, 2.335687
8023;228 929 036 004;75006;36 BOULEVARD SAINT MICHEL;A;TERRASSE FERMEE;2.3;5.3;SARL IL PALAZZO  (RESTAURANT);48.849819, 2.342136
8039;231 270 019 002;75006;19 RUE BREA;A;COMMERCE ACCESSOIRE;0.6;1.0;SARL BDH  (RESTAURANT);48.842893, 2.330029
8040;231 270 019 002;75006;19 RUE BREA;A;TERRASSE OUVERTE;0.6;4.0;SARL BDH  (RESTAURANT);48.842893, 2.330029
8041;231 270 027 003;75006;27 RUE BREA;A;TERRASSE OUVERTE;1.9;3.9;SARL BREA-VILLA BORGHESE  (RESTAURANT);48.842369, 2.329721
8042;231 972 022 002;75006;22 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.95;4.9;SARL CHERCHE MIDI 22  (RESTAURANT);48.850671, 2.328023
8044;231 972 048 003;75006;48 RUE DU CHERCHE MIDI;A;TERRASSE FERMEE;0.9;3.92;SARL FAMILY GIO  (RESTAURANT);48.849366, 2.325952
8048;231 972 075 002;75006;75 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.8;3.4;SARL KH ET SES FILLES  (RESTAURANT);48.847855, 2.323505
8053;232 830 008 002;75006;8 PLACE DU DIX HUIT JUIN 1940;A;TERRASSE OUVERTE;3.2;10.5;SA CAFE RESTAURANT D ALENCON  (BAR - CAFE - PUB);48.844089, 2.323428
8054;232 830 008 002;75006;61 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;3.2;6.5;SA CAFE RESTAURANT D ALENCON  (BAR - CAFE - PUB);48.844241, 2.323452
8057;236 455 049 004;75006;49 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.6;5.9;SARL SO RE MON  (RESTAURANT);48.844645, 2.322228
8058;236 455 053 002;75006;53 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.9;6.8;SNC BURBAN  (RESTAURANT);48.844531, 2.322563
8059;236 455 071 004;75006;Pan coupé 71 BOULEVARD DU MONTPARANSSE / 7 PLACE DU DIX HUIT JUIN 1940;A;TERRASSE FERMEE;0.8;3.1;SARL CAFE DE PARIS  (RESTAURANT);48.843916, 2.324319
8063;236 455 103 002;75006;103 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;2.2;6.2;SA AGO AGENCE DE GESTION ET D'ORGANISATION HOTELIERE  (RESTAURANT);48.842318, 2.328975
8064;236 455 127 003;75006;127 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.5;8.0;SARL BRASSERIE FERNAND  (RESTAURANT);48.84152, 2.331365
8065;236 455 127 003;75006;127 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;2.0;4.0;SARL BRASSERIE FERNAND  (RESTAURANT);48.84152, 2.331365
8066;236 455 157 002;75006;157 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;0.6;5.3;SAS RMG(REST MEXCNE GASTRONOMIQUE)  (RESTAURANT);48.840541, 2.334624
8067;236 455 161 003;75006;161 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;3.35;4.0;SARL GANBEI  (RESTAURANT);48.840393, 2.33507
8068;236 455 165 002;75006;165 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;3.5;4.9;SARL BISTROT ROYAL PARNASSE  (RESTAURANT);48.840314, 2.335329
8069;236 455 165 002;75006;165 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.0;4.9;SARL BISTROT ROYAL PARNASSE  (RESTAURANT);48.840314, 2.335329
8070;238 055 045 002;75006;21 RUE DE SEVRES;B;TERRASSE OUVERTE;0.6;4.3;SA LUTETIA CONCORDE  (HOTEL RESTAURANT);48.851528, 2.327344
8089;162 129 002 002;75004;2 RUE DU CLOITRE NOTRE DAME;A;TERRASSE OUVERTE;1.5;8.95;M RIARD  (BAR RESTAURANT);48.852751, 2.351975
8090;162 129 002 002;75004;Pan coupé 2 RUE DU CLOITRE NOTRE DAME / 1 QUAI AUX FLEURS;A;TERRASSE OUVERTE;2.2;4.2;M RIARD  (BAR RESTAURANT);
8097;172 736 027 002;75005;27 RUE DESCARTES;A;TERRASSE OUVERTE;0.6;3.0;SARL LES BONS AMIS  (RESTAURANT);48.845945, 2.349205
8098;172 736 039 004;75005;39 RUE DESCARTES;A;TERRASSE OUVERTE;2.0;4.0;SARL VERLAINE  (RESTAURANT);48.845492, 2.349228
8099;172 736 041 002;75005;41 RUE DESCARTES;A;TERRASSE OUVERTE;2.0;4.8;SARL EFI  (RESTAURANT);48.845417, 2.349233
8100;744 810 181 004;75019;181 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;2.6;13.88;SARL EL MOLINO  (RESTAURANT);48.887801, 2.388728
8102;744 810 191 002;75019;191 AVENUE JEAN JAURES;A;TERRASSE FERMEE;2.5;10.65;SARL DEADLINE PIZZA  (RESTAURANT);48.888179, 2.389804
8103;746 819 041 002;75019;41 QUAI DE L OISE;A;TERRASSE OUVERTE;1.0;4.5;SARL TRIO  DOUX RIVAGE  (RESTAURANT);48.89246, 2.385412
8109;750 829 151 002;75019;151 RUE DE BELLEVILLE;A;TERRASSE OUVERTE;0.86;4.8;M RAHMANI  (RESTAURANT);48.875518, 2.390466
8111;750 829 253 002;75019;253 RUE DE BELLEVILLE;A;TERRASSE OUVERTE;0.9;5.42;ARL YANZOU LE MISTRAL (RESTAURANT);48.875555, 2.398128
8112;750 829 253 004;75019;253 RUE DE BELLEVILLE;A;TERRASSE OUVERTE;0.9;5.0;SARL ROYAL 19  (RESTAURATION RAPIDE - SNACK);48.875555, 2.398128
8116;750 829 351 003;75019;351 RUE DE BELLEVILLE;A;TERRASSE OUVERTE;1.3;7.0;SA MCDONALD S FRANCE  (RESTAURATION RAPIDE - SNACK);48.877138, 2.406057
8124;753 445 025 002;75019;25 RUE EUGENE JUMIN;A;TERRASSE OUVERTE;1.2;5.8;SARL LE JUMIN  (RESTAURANT);48.887822, 2.392118
8128;754 810 174 002;75019;174 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;1.0;2.0;SARL TONTON JAURES  (RESTAURANT);48.887716, 2.389198
8130;754 810 178 003;75019;178 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;3.4;7.2;SARL SUBHOYE SUBWAY (RESTAURATION RAPIDE - SNACK);48.887734, 2.389723
8131;754 810 192 003;75019;192 AVENUE JEAN JAURES;A;TERRASSE FERMEE;1.64;8.88;SARL WOK 192  (RESTAURANT);48.888157, 2.391342
