;Unnamed: 0;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées;surface;libelle;nom
2818;7497;216 144 034 003;75006;34 RUE MAZARINE;A;TERRASSE FERMEE;2.2;5.8;SARL IL VICOLO  (RESTAURANT);48.855819, 2.337442;12.76;RESTAURANT;SARL IL VICOLO  
2819;7498;218 545 081 006;75006;81 RUE DE SEINE;A;CONTRE TERRASSE;1.7;7.2;SARL GROM FRANCE  (RESTAURANT);48.853307, 2.337079;12.24;RESTAURANT;SARL GROM FRANCE  
2820;7503;198 929 071 005;75005;71 BOULEVARD SAINT MICHEL;A;TERRASSE FERMEE;1.5;4.6;SARL PHILIPS DAMON  (RESTAURANT);48.846314, 2.340512;6.9;RESTAURANT;SARL PHILIPS DAMON  
2821;7505;198 929 079 003;75005;79 BOULEVARD SAINT MICHEL;A;TERRASSE OUVERTE;2.5;5.5;SARL MIRA  (RESTAURATION RAPIDE - SNACK);48.845753, 2.3402;13.75;RESTAURATION RAPIDE - SNACK;SARL MIRA  
2822;7507;198 929 101 002;75005;101 BOULEVARD SAINT MICHEL;A;TERRASSE OUVERTE;2.0;2.0;SARL MKD FOODING  (RESTAURANT);48.844296, 2.339248;4.0;RESTAURANT;SARL MKD FOODING  
2823;7512;199 366 032 002;75005;2-4 PLACE LUCIEN HERR;B;CONTRE TERRASSE;0.9;6.75;SARL LENA & MIMILE  (BAR RESTAURANT);48.841996, 2.348021;6.075;BAR RESTAURANT;SARL LENA & MIMILE  
2824;7513;201 233 012 002;75005;12 RUE BOUTEBRIE;A;TERRASSE OUVERTE;0.6;3.5;SARL BOUTEGRAB  (RESTAURANT);48.851376, 2.344542;2.1;RESTAURANT;SARL BOUTEGRAB  
2825;7518;202 158 003 003;75005;3 RUE DE CLUNY;A;TERRASSE OUVERTE;1.5;12.6;SARL MATIS  (RESTAURANT);48.850563, 2.344829;18.9;RESTAURANT;SARL MATIS  
2826;7520;202 736 006 003;75005;6 RUE DESCARTES;A;TERRASSE OUVERTE;3.8;2.0;SARL BISMARCK  (RESTAURANT);48.847185, 2.34847;7.6;RESTAURANT;SARL BISMARCK  
2827;7521;203 085 019 003;75005;19 RUE DU SOMMERARD;A;TERRASSE OUVERTE;0.6;4.0;SARL PHIMARCATH  (RESTAURANT);48.850028, 2.345859;2.4;RESTAURANT;SARL PHIMARCATH  
2828;7524;203 129 027 003;75005;Pan coupé 27 RUE DES ECOLES / 25 RUE DES ECOLES;B;TERRASSE OUVERTE;1.35;4.3;MME ESPOSITO  (RESTAURANT);48.848585, 2.348211;5.805;RESTAURANT;MME ESPOSITO  
2829;7530;203 860 010 002;75005;10 RUE FREDERIC SAUTON;A;TERRASSE OUVERTE;1.1;4.0;SARL AL JANOUB LIBAN  (RESTAURANT);48.850941, 2.349018;4.4;RESTAURANT;SARL AL JANOUB LIBAN  
2830;7531;203 860 010 002;75005;10 RUE FREDERIC SAUTON;A;TERRASSE OUVERTE;1.9;4.0;SARL AL JANOUB LIBAN  (RESTAURANT);48.850941, 2.349018;7.6;RESTAURANT;SARL AL JANOUB LIBAN  
2831;7532;203 926 044 002;75005;44 RUE GALANDE;A;TERRASSE OUVERTE;0.6;2.2;SARL FAMA  (RESTAURANT);48.851674, 2.347011;1.32;RESTAURANT;SARL FAMA  
2832;7533;203 926 077 003;75005;77 RUE GALANDE;A;TERRASSE OUVERTE;0.7;2.4;SARL SOCAL  (RESTAURATION RAPIDE - SNACK);48.852055, 2.346497;1.68;RESTAURATION RAPIDE - SNACK;SARL SOCAL  
2833;7535;205 189 009 002;75005;9 RUE LAGRANGE;A;TERRASSE FERMEE;1.18;9.75;SARL NFM  (RESTAURANT);48.851507, 2.347984;11.505;RESTAURANT;SARL NFM  
2834;7536;205 189 015 003;75005;15 RUE LAGRANGE;A;COMMERCE ACCESSOIRE;0.79;1.24;SARL LA CRIEE  (RESTAURANT);48.850999, 2.348381;0.9796;RESTAURANT;SARL LA CRIEE  
2835;7538;205 251 011 002;75005;11 RUE DE LANNEAU;A;TERRASSE OUVERTE;0.6;10.6;SARL LA CHARTIERE  (RESTAURANT);48.848342, 2.346614;6.36;RESTAURANT;SARL LA CHARTIERE  
2836;7540;206 374 002 003;75005;2 RUE DE LA MONTAGNE SAINTE GENEVIEVE;A;TERRASSE OUVERTE;1.08;4.2;SARL BASILICO  (RESTAURATION RAPIDE - SNACK);48.849585, 2.348808;4.536;RESTAURATION RAPIDE - SNACK;SARL BASILICO  
2837;7546;208 650 003 002;75005;3 PLACE DE LA SORBONNE;A;TERRASSE FERMEE;3.5;5.0;SARL LE NOUVEL ECRITOIRE  (RESTAURANT);48.848452, 2.342372;17.5;RESTAURANT;SARL LE NOUVEL ECRITOIRE  
2838;7549;208 657 005 004;75005;5 RUE SOUFFLOT;A;TERRASSE OUVERTE;1.8;12.0;SARL ROTISSERIE DU PANTHEON  (RESTAURANT);48.846494, 2.343755;21.6;RESTAURANT;SARL ROTISSERIE DU PANTHEON  
2839;7550;208 657 012 002;75005;12 RUE SOUFFLOT;A;TERRASSE FERMEE;2.5;6.5;SAS F C L C  (RESTAURATION RAPIDE - SNACK);48.84698, 2.343211;16.25;RESTAURATION RAPIDE - SNACK;SAS F C L C  
2840;7551;208 657 012 002;75005;162 RUE SAINT JACQUES;B;TERRASSE FERMEE;0.8;3.61;SAS F C L C  (RESTAURATION RAPIDE - SNACK);48.846885, 2.34333;2.888;RESTAURATION RAPIDE - SNACK;SAS F C L C  
2841;7556;208 845 086 002;75005;86 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;2.6;3.0;SARL DELICE SAINT GERMAIN  (RESTAURATION RAPIDE - SNACK);48.851047, 2.345207;7.8;RESTAURATION RAPIDE - SNACK;SARL DELICE SAINT GERMAIN  
2842;7567;208 934 001 002;75005;2 PLACE DU PETIT PONT;B;TERRASSE OUVERTE;1.0;9.92;M DEBEURE  (RESTAURANT);48.852866, 2.346534;9.92;RESTAURANT;M DEBEURE  
2843;7568;209 053 002 002;75005;2 PLACE SAINTE GENEVIEVE;A;TERRASSE FERMEE;1.3;7.95;SARL CHARLES WELLS  (RESTAURANT);48.846637, 2.347028;10.335;RESTAURANT;SARL CHARLES WELLS  
2844;7569;209 616 002 002;75005;Pan coupé 2 RUE VALETTE / 1 RUE LANNEAU;A;TERRASSE OUVERTE;1.2;5.0;SARL LE PUB  (RESTAURANT);48.848046, 2.346983;6.0;RESTAURANT;SARL LE PUB  
2845;7572;211 355 005 002;75006;1 RUE GREGOIRE DE TOURS;B;TERRASSE OUVERTE;1.0;1.65;SARL SOCIETE CINQ  (RESTAURANT);48.853651, 2.33805;1.65;RESTAURANT;SARL SOCIETE CINQ  
2846;7573;211 355 005 002;75006;1 RUE GREGOIRE DE TOURS;B;TERRASSE OUVERTE;0.7;3.45;SARL SOCIETE CINQ  (RESTAURANT);48.853651, 2.33805;2.415;RESTAURANT;SARL SOCIETE CINQ  
2847;7577;211 355 012 004;75006;12 RUE DE BUCI;A;CONTRE TERRASSE;1.2;4.2;SARL LE MOLIERE BUCI VENEZIA  (RESTAURANT);48.853902, 2.337269;5.04;RESTAURANT;SARL LE MOLIERE BUCI VENEZIA  
2848;7579;212 543 001 002;75006;1 RUE DANTON;A;TERRASSE FERMEE;0.8;1.27;SARL GRAINE SALEM ET FRERE  (RESTAURANT);48.852835, 2.342773;1.016;RESTAURANT;SARL GRAINE SALEM ET FRERE  
2849;7580;212 543 001 002;75006;1 RUE DANTON;A;TERRASSE FERMEE;0.8;4.38;SARL GRAINE SALEM ET FRERE  (RESTAURANT);48.852835, 2.342773;3.504;RESTAURANT;SARL GRAINE SALEM ET FRERE  
2850;7581;212 543 001 002;75006;11 PLACE SAINT ANDRE DES ARTS;B;CONTRE TERRASSE;3.75;18.5;SARL GRAINE SALEM ET FRERE  (RESTAURANT);48.8532, 2.342725;69.375;RESTAURANT;SARL GRAINE SALEM ET FRERE  
2851;7582;212 543 001 002;75006;11 PLACE SAINT ANDRE DES ARTS;B;TERRASSE FERMEE;1.6;3.5;SARL GRAINE SALEM ET FRERE  (RESTAURANT);48.8532, 2.342725;5.6;RESTAURANT;SARL GRAINE SALEM ET FRERE  
2852;7591;216 144 043 002;75006;43 RUE MAZARINE;A;TERRASSE OUVERTE;0.9;5.2;SAS CM2 LES CLOCHES (RESTAURANT);48.854059, 2.338312;4.68;RESTAURANT;SAS CM2 LES CLOCHES 
2853;7593;218 545 081 008;75006;81 RUE DE SEINE;A;CONTRE TERRASSE;0.6;11.8;SARL LCDC  (RESTAURANT);48.853307, 2.337079;7.08;RESTAURANT;SARL LCDC  
2854;7595;218 761 036 004;75006;19 RUE SEGUIER;B;TERRASSE OUVERTE;0.8;4.5;SARL LATIN SAINT ANDRE  (RESTAURANT);48.854004, 2.342003;3.6;RESTAURANT;SARL LATIN SAINT ANDRE  
2855;7599;218 845 116 005;75006;116 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;0.6;8.5;SNC BOUL MICH BAR  (BAR RESTAURANT);48.852081, 2.340976;5.1;BAR RESTAURANT;SNC BOUL MICH BAR  
2856;7605;721 771 016 003;75018;16 PLACE DE LA CHAPELLE;A;TERRASSE OUVERTE;0.9;4.5;SARL LA BARAKA  (RESTAURATION RAPIDE - SNACK);48.884976, 2.360015;4.05;RESTAURATION RAPIDE - SNACK;SARL LA BARAKA  
2857;7607;721 772 032 002;75018;32 RUE DE LA CHAPELLE;A;TERRASSE OUVERTE;1.2;4.0;SARL SARL GB STOP BAR (RESTAURANT);48.892537, 2.359937;4.8;RESTAURANT;SARL SARL GB STOP BAR 
2858;7609;721 772 086 003;75018;86 RUE DE LA CHAPELLE;A;ETALAGE;0.98;5.1;SARL CORAM  (RESTAURATION RAPIDE - SNACK);48.896593, 2.359705;4.998;RESTAURATION RAPIDE - SNACK;SARL CORAM  
2859;7615;725 675 009 002;75018;9 RUE L OLIVE;A;TERRASSE OUVERTE;0.8;4.0;SARL LE MONDE DE LEA  (BAR RESTAURANT);48.890944, 2.361213;3.2;BAR RESTAURANT;SARL LE MONDE DE LEA  
2860;7617;725 675 011 002;75018;11 RUE L OLIVE;A;TERRASSE OUVERTE;2.0;9.53;SARL HARINI  (RESTAURATION RAPIDE - SNACK);48.891009, 2.361185;19.06;RESTAURATION RAPIDE - SNACK;SARL HARINI  
2861;7618;726 067 038 002;75018;38 RUE MARX DORMOY;A;TERRASSE OUVERTE;1.0;4.6;MME LAGATI  (BAR RESTAURANT);48.887047, 2.359947;4.6;BAR RESTAURANT;MME LAGATI  
2862;7621;726 067 072 002;75018;72 RUE MARX DORMOY;A;TERRASSE FERMEE;1.5;4.9;SARL MEVLANA  (RESTAURATION RAPIDE - SNACK);48.889391, 2.360099;7.35;RESTAURATION RAPIDE - SNACK;SARL MEVLANA  
2863;7624;726 683 020 002;75018;1 RUE CHARLES LAUTH;B;TERRASSE OUVERTE;0.6;7.7;SARL RESTAURANT LE NEY  (BAR RESTAURANT);48.898878, 2.368193;4.62;BAR RESTAURANT;SARL RESTAURANT LE NEY  
2864;7626;727 596 003 002;75018;Pan coupé  3 AVENUE DE LA PORTE D AUBERVILLIERS / 2 RUE GASTON DARBOUX;A;TERRASSE OUVERTE;3.5;10.8;SARL DRIF  (BAR RESTAURANT);;37.8;BAR RESTAURANT;SARL DRIF  
2865;7627;729 332 056 004;75018;56 RUE DE TORCY;A;TERRASSE FERMEE;3.0;5.1;SARL ROYAL PANDA  	TIN TIN (RESTAURANT);48.891118, 2.360687;15.3;RESTAURANT;SARL ROYAL PANDA  	TIN TIN 
2866;7630;730 495 036 003;75019;36 RUE D AUBERVILLIERS;A;TERRASSE OUVERTE;1.2;4.2;M DIARRA  (RESTAURANT);48.886073, 2.366433;5.04;RESTAURANT;M DIARRA  
2867;7632;730 495 054 002;75019;54 RUE D'AUBERVILLIERS;A;TERRASSE OUVERTE;0.8;8.5;SARL ALGIA MATILDE  (RESTAURANT);48.887129, 2.367098;6.8;RESTAURANT;SARL ALGIA MATILDE  
2868;7634;732 437 187 003;75019;187 RUE DE CRIMEE;A;TERRASSE OUVERTE;1.18;11.0;SARL CHAMROEUN  CRIMEE  (RESTAURANT);48.890862, 2.376474;12.98;RESTAURANT;SARL CHAMROEUN  CRIMEE  
2869;7636;732 437 191 002;75019;191 RUE DE CRIMEE;A;TERRASSE OUVERTE;1.1;4.0;SARL ALTO UNO  (RESTAURATION RAPIDE - SNACK);48.891024, 2.376153;4.4;RESTAURATION RAPIDE - SNACK;SARL ALTO UNO  
2870;7637;732 437 197 002;75019;197 RUE DE CRIMEE;A;TERRASSE OUVERTE;0.8;6.0;SARL ERSAR  (RESTAURATION RAPIDE - SNACK);48.891314, 2.375833;4.8;RESTAURATION RAPIDE - SNACK;SARL ERSAR  
2871;7640;732 437 235 002;75019;235 RUE DE CRIMEE;A;TERRASSE OUVERTE;1.1;6.7;SARL CAFE LE JSK  (RESTAURANT);48.893309, 2.373632;7.37;RESTAURANT;SARL CAFE LE JSK  
2872;7646;733 673 048 003;75019;48 AVENUE DE FLANDRE;A;TERRASSE OUVERTE;1.2;7.56;SARL HOTEL DE FLANDRE  (RESTAURANT);48.887215, 2.372936;9.072;RESTAURANT;SARL HOTEL DE FLANDRE  
2873;7647;733 673 052 004;75019;52 AVENUE DE FLANDRE;A;TERRASSE OUVERTE;1.2;3.5;SARL UMUT  (RESTAURANT);48.887492, 2.373271;4.2;RESTAURANT;SARL UMUT  
2874;7649;733 673 062 002;75019;Pan coupé 62 AVENUE DE FLANDRE / 19 RUE RICQUET;A;TERRASSE OUVERTE;0.8;6.5;SARL BAR DU METRO  (BAR RESTAURANT);48.88538, 2.370028;5.2;BAR RESTAURANT;SARL BAR DU METRO  
2875;7651;733 673 078 005;75019;78 AVENUE DE FLANDRE;A;TERRASSE OUVERTE;1.3;10.75;M LOUNIS  (RESTAURANT);48.889364, 2.375564;13.975;RESTAURANT;M LOUNIS  
2876;7661;734 810 011 004;75019;11 AVENUE JEAN JAURES;A;TERRASSE FERMEE;2.5;5.9;SARL OKAN  (RESTAURANT);48.883392, 2.371932;14.75;RESTAURANT;SARL OKAN  
2877;7663;734 810 021 002;75019;21 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;2.3;3.7;SARL XIAN DUO  (RESTAURATION RAPIDE - SNACK);48.883691, 2.37307;8.51;RESTAURATION RAPIDE - SNACK;SARL XIAN DUO  
2878;7664;734 810 036 002;75019;36 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;2.3;5.0;SARL ANITA  (RESTAURANT);48.883399, 2.373211;11.5;RESTAURANT;SARL ANITA  
2879;7665;734 810 040 004;75019;20 RUE LALLY TOLLENDAL;B;TERRASSE FERMEE;0.8;11.6;SARL LE CRISTAL  (RESTAURANT);48.883463, 2.373655;9.28;RESTAURANT;SARL LE CRISTAL  
2880;7668;734 810 079 002;75019;79 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;3.1;4.25;_ET SALEMI  (RESTAURANT);48.885082, 2.378372;13.175;RESTAURANT;_ET SALEMI  
2881;7669;734 810 080 004;75019;80 AVENUE JEAN JAURES;A;TERRASSE OUVERTE;0.8;3.0;SARL LUCKY CLAIRE SARL  (RESTAURATION RAPIDE - SNACK);48.884701, 2.378155;2.4;RESTAURATION RAPIDE - SNACK;SARL LUCKY CLAIRE SARL  
2882;7670;734 810 095 002;75019;95 AVENUE JEAN JAURES;A;TERRASSE FERMEE;2.5;6.25;SARL PIZZA CAPRI  (RESTAURANT);48.885478, 2.38011;15.625;RESTAURANT;SARL PIZZA CAPRI  
2883;7678;735 671 014 002;75019;14 QUAI DE LA LOIRE;A;TERRASSE OUVERTE;0.6;6.2;SARL BARYE  (BAR RESTAURANT);48.88378, 2.371793;3.72;BAR RESTAURANT;SARL BARYE  
2884;7685;738 527 031 003;75019;53 RUE DE MEAUX;B;TERRASSE OUVERTE;0.6;1.6;SARL BRASSERIE CARREFOUR SECRETAN  (BAR RESTAURANT);48.881331, 2.373258;0.96;BAR RESTAURANT;SARL BRASSERIE CARREFOUR SECRETAN  
2885;7689;742 332 004 003;75019;4 AVENUE CORENTIN CARIOU;A;TERRASSE FERMEE;3.25;5.3;SARL MB  (RESTAURANT);48.894802, 2.382699;17.225;RESTAURANT;SARL MB  
2886;7690;742 332 004 003;75019;4 AVENUE CORENTIN CARIOU;A;TERRASSE OUVERTE;1.2;5.3;SARL MB  (RESTAURANT);48.894802, 2.382699;6.36;RESTAURANT;SARL MB  
2887;7691;742 332 017 003;75019;17 AVENUE DE CAMBRAI;A;TERRASSE OUVERTE;2.0;8.7;SARL PAGHI  (BAR RESTAURANT);48.894825, 2.378791;17.4;BAR RESTAURANT;SARL PAGHI  
2888;7692;742 332 041 003;75019;89 BOULEVARD MACDONALD;B;TERRASSE OUVERTE;0.9;8.0;_ET CASTANIER  (BAR RESTAURANT);48.898186, 2.385693;7.2;BAR RESTAURANT;_ET CASTANIER  
2889;7696;743 673 146 003;75019;146 AVENUE DE FLANDRE;A;COMMERCE ACCESSOIRE;0.85;1.75;M MAJDI RESTAURANT SOLEIL (RESTAURATION RAPIDE - SNACK);48.893728, 2.381124;1.4875;RESTAURATION RAPIDE - SNACK;M MAJDI RESTAURANT SOLEIL 
2890;7697;743 673 150 004;75019;150 AVENUE DE FLANDRE;A;TERRASSE OUVERTE;1.0;4.9;SARL JIAN JUN  (RESTAURATION RAPIDE - SNACK);48.89396, 2.381427;4.9;RESTAURATION RAPIDE - SNACK;SARL JIAN JUN  
2891;7710;708 029 002 002;75018;2 RUE RAMEY;A;TERRASSE OUVERTE;0.95;3.0;SARL LE DRUGEON JEAN FRANCOIS BOUDAY (RESTAURANT);48.887155, 2.347552;2.85;RESTAURANT;SARL LE DRUGEON JEAN FRANCOIS BOUDAY 
2892;7715;708 029 028 003;75018;28 RUE RAMEY;A;TERRASSE OUVERTE;1.0;3.6;SARL LA TAVERNE 28  (RESTAURANT);48.889027, 2.346558;3.6;RESTAURANT;SARL LA TAVERNE 28  
2893;7721;708 029 061 006;75018;61 RUE RAMEY;A;TERRASSE OUVERTE;0.6;8.0;SARL MONA  (RESTAURANT);48.890543, 2.345388;4.8;RESTAURANT;SARL MONA  
2894;7729;708 609 052 003;75018;Pan coupé 52 RUE DU SIMPLON / 1 RUE NEUVE DE LA CARDONNIERE;A;TERRASSE OUVERTE;0.8;3.1;SARL LE BONHEUR DU JOUR  (BAR RESTAURANT);;2.48;BAR RESTAURANT;SARL LE BONHEUR DU JOUR  
2895;7735;709 189 001 002;75018;1 PLACE DU TERTRE;A;TERRASSE OUVERTE;0.5;5.0;SNC AU CLAIRON DES CHASSEURS  (RESTAURANT);48.886555, 2.341112;2.5;RESTAURANT;SNC AU CLAIRON DES CHASSEURS  
2896;7736;709 189 013 003;75018;13 PLACE DU TERTRE;A;TERRASSE OUVERTE;11.0;7.0;SARL LE SABOT ROUGE  (RESTAURANT);48.886454, 2.340504;77.0;RESTAURANT;SARL LE SABOT ROUGE  
2897;7737;709 189 013 003;75018;13 PLACE DU TERTRE;A;TERRASSE OUVERTE;0.45;6.2;SARL LE SABOT ROUGE  (RESTAURANT);48.886454, 2.340504;2.79;RESTAURANT;SARL LE SABOT ROUGE  
2898;7745;711 768 086 002;75018;86 BOULEVARD DE LA CHAPELLE;A;TERRASSE OUVERTE;1.0;7.6;SARL MILANO  (RESTAURANT);48.884224, 2.353587;7.6;RESTAURANT;SARL MILANO  
2899;7746;711 772 003 004;75018;3 RUE DE LA CHAPELLE;A;TERRASSE FERMEE;1.1;4.96;SARL DH  (BAR RESTAURANT);48.89064, 2.359686;5.456;BAR RESTAURANT;SARL DH  
2900;7754;716 845 005 003;75018;5 RUE ORDONER;A;TERRASSE FERMEE;1.1;9.05;SARL  SUB MARX DORMOY  (RESTAURATION RAPIDE - SNACK);48.890172, 2.359005;9.955;RESTAURATION RAPIDE - SNACK;SARL  SUB MARX DORMOY  
2901;7759;721 771 006 002;75018;6 PLACE DE LE CHAPELLE;A;TERRASSE OUVERTE;0.9;5.0;SARL HOTEL DU SQUARE  (BAR RESTAURANT);48.884835, 2.360629;4.5;BAR RESTAURANT;SARL HOTEL DU SQUARE  
2902;7770;726 683 020 002;75018;20 BOULEVARD NEY;A;TERRASSE FERMEE;0.9;10.6;SARL RESTAURANT LE NEY  (BAR RESTAURANT);48.898737, 2.368053;9.54;BAR RESTAURANT;SARL RESTAURANT LE NEY  
2903;7771;726 683 020 002;75018;20 BOULEVARD NEY;A;TERRASSE OUVERTE;0.6;10.6;SARL RESTAURANT LE NEY  (BAR RESTAURANT);48.898737, 2.368053;6.36;BAR RESTAURANT;SARL RESTAURANT LE NEY  
2904;7773;726 683 048 003;75018;48 BOULEVARD NEY;A;TERRASSE OUVERTE;1.25;7.6;SARL CHICKITO  (RESTAURATION RAPIDE - SNACK);48.898757, 2.365224;9.5;RESTAURATION RAPIDE - SNACK;SARL CHICKITO  
2905;7775;729 332 056 004;75018;56 RUE DE TORCY;A;TERRASSE OUVERTE;3.0;5.1;SARL ROYAL PANDA  	TIN TIN (RESTAURANT);48.891118, 2.360687;15.3;RESTAURANT;SARL ROYAL PANDA  	TIN TIN 
2906;7779;732 437 202 002;75019;202 RUE DE CRIMEE;A;TERRASSE FERMEE;1.3;6.4;M DEHLOUM  (BAR RESTAURANT);48.891903, 2.375554;8.32;BAR RESTAURANT;M DEHLOUM  
2907;7783;733 479 012 002;75019;Pan coupé 12 RUE EURYALE DEHAYNIN / 1 RUE TANDOU;A;TERRASSE OUVERTE;1.1;3.1;SARL LA RENAISSANCE  (RESTAURANT);48.885848, 2.378279;3.41;RESTAURANT;SARL LA RENAISSANCE  
2908;7787;733 673 056 002;75019;56 AVENUE DE FLANDRE;A;TERRASSE OUVERTE;0.6;2.5;M CHHU  (RESTAURANT);48.88792, 2.373653;1.5;RESTAURANT;M CHHU  
2909;7788;733 673 062 002;75019;62 AVENUE DE FLANDRE;A;TERRASSE FERMEE;0.98;6.27;SARL BAR DU METRO  (BAR RESTAURANT);48.888215, 2.374152;6.1446;BAR RESTAURANT;SARL BAR DU METRO  
2910;7790;733 673 082 003;75019;82 AVENUE DE FLANDRE;A;TERRASSE FERMEE;1.18;4.7;SARL AMED  (RESTAURATION RAPIDE - SNACK);48.889519, 2.375778;5.546;RESTAURATION RAPIDE - SNACK;SARL AMED  
2911;7791;733 673 084 002;75019;84 AVENUE DE FLANDRE;A;TERRASSE OUVERTE;1.45;9.0;M ISKOUNEME  (RESTAURANT);48.889759, 2.37594;13.05;RESTAURANT;M ISKOUNEME  
2912;7792;733 673 118 004;75019;118 AVENUE DE FLANDRE;A;TERRASSE OUVERTE;1.6;7.0;SARL KIYA GRILLADES EFES  (RESTAURATION RAPIDE - SNACK);48.892161, 2.379109;11.2;RESTAURATION RAPIDE - SNACK;SARL KIYA GRILLADES EFES  
2913;7793;734 810 001 003;75019;2 QUAI DE LA LOIRE;B;TERRASSE OUVERTE;1.2;9.3;SARL OURAZI  (BAR RESTAURANT);48.883155, 2.370871;11.16;BAR RESTAURANT;SARL OURAZI  
2914;7798;238 682 007 003;75006;7 RUE STANISLAS;A;TERRASSE OUVERTE;0.8;3.2;SARL CHEUCLE RESTAURATION  (RESTAURANT);48.84379, 2.32835;2.56;RESTAURANT;SARL CHEUCLE RESTAURATION  
2915;7799;238 682 012 003;75006;12 RUE STANISLAS;A;TERRASSE OUVERTE;0.8;5.8;SARL SOUS LES CERISIERS  (RESTAURANT);48.843879, 2.328218;4.64;RESTAURANT;SARL SOUS LES CERISIERS  
2916;7800;176 096 033 002;75005;33 PLACE MAUBERT;A;TERRASSE OUVERTE;3.0;3.6;M QUOICO  (RESTAURANT);48.85029, 2.348995;10.8;RESTAURANT;M QUOICO  
2917;7805;176 400 001 004;75005;1 QUAI DE MONTEBELLO;A;TERRASSE FERMEE;2.9;4.0;SARL LEMONIER  (RESTAURANT);48.851425, 2.350034;11.6;RESTAURANT;SARL LEMONIER  
2918;7806;176 400 001 004;75005;1 QUAI DE MONTEBELLO;A;TERRASSE OUVERTE;5.1;4.0;SARL LEMONIER  (RESTAURANT);48.851425, 2.350034;20.4;RESTAURANT;SARL LEMONIER  
2919;7807;177 580 005 002;75005;5 RUE DE PONTOISE;A;TERRASSE OUVERTE;0.6;6.0;SARL SANDRA MICHIELSEN  (RESTAURANT);48.850133, 2.352277;3.6;RESTAURANT;SARL SANDRA MICHIELSEN  
2920;7808;178 304 018 003;75005;18 RUE ROLLIN;B;TERRASSE OUVERTE;1.15;9.2;SAS DIDOU  (RESTAURANT);48.844863, 2.349917;10.58;RESTAURANT;SAS DIDOU  
2921;7809;178 845 006 003;75005;6 BOULEVARD SAINT GERMAIN;A;TERRASSE FERMEE;2.6;7.0;SARL LA ROSE DE DAMAS  (RESTAURANT);48.849544, 2.35521;18.2;RESTAURANT;SARL LA ROSE DE DAMAS  
2922;7810;178 845 006 003;75005;6 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;0.9;7.0;SARL LA ROSE DE DAMAS  (RESTAURANT);48.849544, 2.35521;6.3;RESTAURANT;SARL LA ROSE DE DAMAS  
2923;7813;178 845 012 004;75005;12 BOULEVARD SAINT GERMAIN;A;TERRASSE FERMEE;2.24;10.46;SARL L ATLAS  (RESTAURANT);48.849476, 2.354612;23.4304;RESTAURANT;SARL L ATLAS  
2924;7819;179 371 019 002;75005;19 QUAI DE LA TOURNELLE;A;TERRASSE FERMEE;1.6;10.95;SARL AU BEAUJOLAIS  (RESTAURANT);48.850007, 2.354748;17.52;RESTAURANT;SARL AU BEAUJOLAIS  
2925;7827;181 639 041 004;75005;41 RUE CENSIER;A;TERRASSE OUVERTE;1.25;6.8;SARL LES ARCS EN CIEL  (RESTAURANT);48.83993, 2.351727;8.5;RESTAURANT;SARL LES ARCS EN CIEL  
2926;7829;182 191 021 002;75005;21 RUE DE LA COLLEGIALE;A;TERRASSE OUVERTE;0.8;4.65;SARL AU BON COIN  (RESTAURANT);48.838126, 2.351838;3.72;RESTAURANT;SARL AU BON COIN  
2927;7830;182 573 036 003;75005;36 RUE DAUBENTON;A;TERRASSE OUVERTE;0.9;3.4;SARL AUX DELICES D ASIE CHEZ HU  (RESTAURANT);48.841074, 2.35234;3.06;RESTAURANT;SARL AUX DELICES D ASIE CHEZ HU  
2928;7836;494 567 101 002;75013;101 BOULEVARD DE L HOPITAL;A;TERRASSE FERMEE;2.0;6.0;SARL ROSA PIZZERIA D ISTANBUL (RESTAURATION RAPIDE - SNACK);48.837207, 2.360108;12.0;RESTAURATION RAPIDE - SNACK;SARL ROSA PIZZERIA D ISTANBUL 
2929;7839;494 567 137 007;75013;137 BOULEVARD DE L'HOPITAL;A;TERRASSE OUVERTE;1.4;7.0;SARL MIA  (RESTAURATION RAPIDE - SNACK);48.834884, 2.358379;9.8;RESTAURATION RAPIDE - SNACK;SARL MIA  
2930;7841;600 626 067 002;75015;2 RUE DE LA MONTAGNE D AULAS;A;TERRASSE FERMEE;1.2;17.26;SARL LUPAU BISTROT DU PARC (RESTAURANT);48.840308, 2.278826;20.712;RESTAURANT;SARL LUPAU BISTROT DU PARC 
2931;7842;600 626 067 002;75015;67 RUE BALARD;A;TERRASSE OUVERTE;1.2;7.0;SARL LUPAU BISTROT DU PARC (RESTAURANT);48.84028, 2.278183;8.4;RESTAURANT;SARL LUPAU BISTROT DU PARC 
2932;7844;600 626 090 003;75015;229 RUE SAINT CHARLES;B;TERRASSE OUVERTE;1.5;9.4;SARL SJ15 L'AUTHENTIK (RESTAURANT);48.84519, 2.284294;14.1;RESTAURANT;SARL SJ15 L'AUTHENTIK 
